channel,image,label,choice
atres,frame_atres_noche_2024-05-08_sec_1473.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-08_sec_1453.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1434.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1414.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1394.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1374.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1354.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1334.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1314.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1294.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-07_sec_1274.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-06_sec_1555.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-05-06_sec_1535.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-06_sec_1515.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-06_sec_1495.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-06_sec_1475.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-06_sec_1455.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-05_sec_1195.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-05_sec_1175.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-05_sec_1155.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-04_sec_1075.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-05-04_sec_1055.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-05-04_sec_1035.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-03_sec_1555.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-05-03_sec_1535.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-03_sec_1515.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-03_sec_1495.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-03_sec_1475.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-03_sec_1455.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-01_sec_1495.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-05-01_sec_1475.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-01_sec_1455.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-05-01_sec_1435.jpg,war,military
atres,frame_atres_noche_2024-05-01_sec_1415.jpg,not_war,not_war
atres,frame_atres_noche_2024-05-01_sec_1395.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-30_sec_1496.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-30_sec_1476.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-30_sec_1456.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-29_sec_1497.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-29_sec_1477.jpg,war,military
atres,frame_atres_noche_2024-04-29_sec_1457.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-25_sec_1618.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-25_sec_1598.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-25_sec_1578.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-24_sec_1378.jpg,war,military
atres,frame_atres_noche_2024-04-24_sec_1358.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-24_sec_1338.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-04-24_sec_1318.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-24_sec_1298.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-24_sec_1278.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1618.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1598.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1578.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1378.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1358.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1338.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1318.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1298.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1278.jpg,war,military&anchor
atres,frame_atres_noche_2024-04-22_sec_1258.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1238.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-22_sec_1218.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-21_sec_299.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-21_sec_279.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-21_sec_259.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-21_sec_239.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_340.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_320.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_300.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1241.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1221.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1201.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1181.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1161.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1141.jpg,war,military&anchor
atres,frame_atres_noche_2024-04-19_sec_1121.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1101.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-19_sec_1081.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-14_sec_2204.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-14_sec_2184.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-14_sec_2164.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-14_sec_2144.jpg,war,military&anchor
atres,frame_atres_noche_2024-04-14_sec_2124.jpg,war,military&anchor
atres,frame_atres_noche_2024-04-14_sec_2104.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-12_sec_1304.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-12_sec_1284.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-04-12_sec_1264.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-08_sec_1605.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-08_sec_1585.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-08_sec_1565.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-07_sec_1425.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-07_sec_1405.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-07_sec_1385.jpg,war,military&anchor
atres,frame_atres_noche_2024-04-06_sec_85.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-06_sec_65.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-06_sec_105.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-05_sec_1425.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-05_sec_1405.jpg,not_war,not_war
atres,frame_atres_noche_2024-04-05_sec_1385.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_586.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_566.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_546.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-03-25_sec_526.jpg,war,military
atres,frame_atres_noche_2024-03-25_sec_506.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_486.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-25_sec_466.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_446.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_426.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_406.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_386.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_366.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_346.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_326.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_306.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_286.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_266.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-25_sec_246.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_88.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_717.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_7.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_681.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_663.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_645.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_627.jpg,war,military
atres,frame_atres_noche_2024-03-24_sec_609.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_591.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_573.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_555.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_537.jpg,war,military&anchor
atres,frame_atres_noche_2024-03-24_sec_519.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_500.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_483.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_465.jpg,war,military
atres,frame_atres_noche_2024-03-24_sec_447.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_429.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_357.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_339.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_320.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_302.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_285.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_267.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_249.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_15.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-24_sec_104.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_88.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_718.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_70.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_682.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_664.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_646.jpg,war,military
atres,frame_atres_noche_2024-03-23_sec_628.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_61.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_592.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_574.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_556.jpg,war,military&anchor
atres,frame_atres_noche_2024-03-23_sec_538.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_52.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_501.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_484.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_412.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_395.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_377.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_359.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_340.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_322.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_304.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-23_sec_287.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_269.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_250.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_17.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-23_sec_107.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_650.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-22_sec_630.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_610.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_590.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_570.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-22_sec_550.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_410.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_390.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_370.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_291.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_271.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_251.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1852.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1832.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1812.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1792.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1772.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-22_sec_1752.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-21_sec_1492.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-21_sec_1472.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-21_sec_1452.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-20_sec_1673.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-20_sec_1653.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-20_sec_1633.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-20_sec_1613.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-20_sec_1593.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-20_sec_1573.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-19_sec_1434.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-03-19_sec_1414.jpg,war,military&anchor
atres,frame_atres_noche_2024-03-19_sec_1394.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1374.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1354.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1334.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1254.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1234.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1214.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1194.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1174.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1154.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1134.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1114.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1094.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1074.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1054.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-18_sec_1034.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_95.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_75.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_176.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_156.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_136.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-17_sec_116.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1676.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-03-16_sec_1656.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1636.jpg,war,military
atres,frame_atres_noche_2024-03-16_sec_1616.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1596.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1576.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1556.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1536.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-16_sec_1516.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1256.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1236.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1216.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1196.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1176.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1156.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1136.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1116.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-03-15_sec_1096.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1076.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1056.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-15_sec_1036.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-13_sec_1496.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-13_sec_1476.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-13_sec_1456.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1196.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1176.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1156.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1136.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1116.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1096.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1076.jpg,war,military&anchor
atres,frame_atres_noche_2024-03-12_sec_1056.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-12_sec_1036.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-10_sec_1556.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-10_sec_1536.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-10_sec_1516.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-07_sec_1676.jpg,war,damaged_infrastructure
atres,frame_atres_noche_2024-03-07_sec_1656.jpg,war,military
atres,frame_atres_noche_2024-03-07_sec_1636.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-07_sec_1616.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-07_sec_1596.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-07_sec_1576.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1617.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1597.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1577.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1557.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1537.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-06_sec_1517.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-05_sec_1557.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-05_sec_1537.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-05_sec_1517.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-04_sec_477.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-04_sec_457.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-04_sec_437.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1558.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1538.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1518.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1498.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1478.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-02_sec_1458.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_98.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_78.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1198.jpg,war,military
atres,frame_atres_noche_2024-03-01_sec_118.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1161.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1143.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1125.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1107.jpg,not_war,not_war
atres,frame_atres_noche_2024-03-01_sec_1089.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1619.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1599.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1579.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1559.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1539.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1519.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1499.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1479.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-29_sec_1459.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-28_sec_1319.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-28_sec_1299.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-28_sec_1279.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-27_sec_1619.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-27_sec_1599.jpg,war,military
atres,frame_atres_noche_2024-02-27_sec_1579.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-27_sec_1559.jpg,low_confidence_war,low_confidence_war
atres,frame_atres_noche_2024-02-27_sec_1539.jpg,war,military
atres,frame_atres_noche_2024-02-27_sec_1519.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-26_sec_1439.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-26_sec_1419.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-26_sec_1399.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1739.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1719.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1699.jpg,war,military
atres,frame_atres_noche_2024-02-25_sec_1679.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1659.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1639.jpg,war,military
atres,frame_atres_noche_2024-02-25_sec_1619.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1599.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1579.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-25_sec_1559.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-24_sec_220.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-24_sec_200.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-24_sec_1909.jpg,not_war,not_war
atres,frame_atres_noche_2024-02-24_sec_1890.jpg,not_war,not_war
